Date,Close,High,Low,Open,Volume,SMA_short,SMA_long,Signal,Return,Strategy_Return
2023-03-17,153.25149536132812,154.9718724178721,152.53961624045886,154.31931404263202,98944600,150.69991302490234,143.03969985961913,1,0.0037934003529047633,0.0
2023-02-15,153.5777587890625,153.74583924665023,151.15539970893886,151.38280090606835,65573800,150.94017028808594,143.64282989501953,1,0.002128941234570858,0.002128941234570858
2023-03-16,154.09194946289062,154.69506899796588,149.9294334770987,150.44357187257182,76161100,151.20020599365233,144.25525680541992,1,0.003348080333262171,0.003348080333262171
2023-03-20,155.6244354248047,156.03971087014546,152.4110972116962,153.3207323821306,73641400,151.53686141967773,144.87286300659179,1,0.009945269478748076,0.009945269478748076
2023-03-28,155.87159729003906,156.70213299816345,154.22043780927265,156.1879947191645,45992200,151.88340606689454,145.4310467529297,1,0.0015881944539088977,0.0015881944539088977
2023-03-22,156.04959106445312,160.31096943804832,156.029812451383,157.50300984854792,75701800,152.2205612182617,145.9823257446289,1,0.0011419256459075378,0.0011419256459075378
2023-03-27,156.4945068359375,158.9564235953307,156.08912825748425,158.13578467553296,52390300,152.57897186279297,146.53105102539064,1,0.002851117830232619,0.002851117830232619
2023-03-23,157.13717651367188,159.7276317574304,155.90127718884906,157.03831361968307,67622100,152.94634552001952,147.03971527099608,1,0.00410665965680268,0.00410665965680268
2023-03-21,157.48321533203125,157.60185682514813,154.7741189081368,155.54533387337614,73938300,153.32601318359374,147.553720703125,1,0.002202144814083873,0.002202144814083873
2023-04-12,158.29396057128906,160.2318418847326,157.97756316447288,159.40132132182822,50133100,153.7418472290039,148.05886596679687,1,0.005148137454194623,0.005148137454194623
2023-03-24,158.4423065185547,158.53128765648677,156.069385653722,157.06798695939537,59196500,154.12250442504882,148.55809326171874,1,0.0009371548145629127,0.0009371548145629127
2023-03-29,158.9564208984375,159.23326112130354,157.5524411719995,157.57220469744664,51305700,154.52689208984376,149.06641784667968,1,0.003244804946225699,0.003244804946225699
2023-04-11,158.986083984375,160.52848384854775,158.6993469072352,160.5186020856557,47644200,154.9189193725586,149.56210723876953,1,0.00018661143582532347,0.00018661143582532347
2023-04-10,160.20220947265625,160.20220947265625,158.27420958419825,159.59909001148102,47716900,155.36582107543944,150.04401306152343,1,0.007649257455770497,0.007649257455770497
2023-03-30,160.5284881591797,160.6372479005565,159.45078759523014,159.70784921727477,49501700,155.81865463256835,150.46847290039062,1,0.0020366678312206954,0.0020366678312206954
2023-04-26,161.91268920898438,163.41554697412082,160.96352700012233,161.22058862196803,45498800,156.31548538208008,150.9058087158203,1,0.008622775095421753,0.008622775095421753
2023-04-05,161.91268920898438,163.1881457283857,159.9748075653386,162.88164511746857,51511700,156.8063850402832,151.32991577148437,1,0.0,0.0
2023-04-25,161.92257690429688,164.43391748853472,161.88301968061162,163.32655661191464,48714100,157.2967887878418,151.74494110107423,1,6.10680692216814e-05,6.10680692216814e-05
2023-04-06,162.8025360107422,163.09915484076092,160.17253885078875,160.5976809407093,45390100,157.810701751709,152.15861053466796,1,0.005434443567220448,0.005434443567220448
2023-03-31,163.03982543945312,163.1387034155815,160.08356404514288,160.60758412796915,68749800,158.3290756225586,152.57051055908204,1,0.0014575290688056963,0.0014575290688056963
2023-04-21,163.15850830078125,164.57237004978649,162.6344881335745,163.18816868106364,58337300,158.82442626953124,152.96227600097657,1,0.0007279378581781515,0.0007279378581781515
2023-04-14,163.34632873535156,164.44380780578675,161.97200945675792,162.7333124858637,49386500,159.3128547668457,153.3557864379883,1,0.0011511531732324443,0.0011511531732324443
2023-04-17,163.36611938476562,163.52431812616888,162.179658997566,163.22769925770336,41516200,159.77656326293945,153.74183197021483,1,0.00012115760156516941,0.00012115760156516941
